"etudiant_id","matricule_etudiant","nom_etudiant","prenom_etudiant","sexe_etudiant","date_naissance_etudiant","promotion_id","date_inscription_etudiant"
1170,"UCC20241170","MULUMBA","David","H","2001-10-13",127,"2024-10-17 14:15:00"
1171,"UCC20241171","MALU","Esther","F","2004-12-28",114,"2024-10-17 15:30:00"
1172,"UCC20241172","NSITU","Jean","H","2002-01-23",130,"2024-10-17 16:45:00"
1173,"UCC20241173","KABILA","Alice","F","2003-09-19",117,"2024-10-18 09:05:00"
1174,"UCC20241174","MUKOKO","Paul","H","2002-05-27",118,"2024-10-18 10:20:00"
1175,"UCC20241175","ILUNGA","Patricia","F","2003-02-01",129,"2024-10-18 11:35:00"
1176,"UCC20241176","MUTOMBO","David","H","2001-11-15",130,"2024-10-18 12:50:00"
1177,"UCC20241177","KASAI","Nadine","F","2004-06-09",115,"2024-10-18 14:05:00"
1178,"UCC20241178","MUKUNA","Michel","H","2002-10-05",128,"2024-10-18 15:20:00"
1179,"UCC20241179","ILUNGA","Sarah","F","2003-01-12",129,"2024-10-18 16:35:00"
1180,"UCC20241180","KALONJI","Jean","H","2001-07-20",132,"2024-10-18 17:50:00"
1181,"UPC20241181","MULUMBA","Sarah","F","2003-05-14",128,"2024-10-19 09:05:00"
1182,"UPC20241182","KABILA","Michel","H","2002-09-03",129,"2024-10-19 10:20:00"
1183,"UPC20241183","ILUNGA","Alice","F","2004-02-27",130,"2024-10-19 11:35:00"
1184,"UPC20241184","KASONGO","David","H","2001-07-06",131,"2024-10-19 12:50:00"
1185,"UPC20241185","MUKENDI","Nadine","F","2003-11-25",132,"2024-10-19 14:05:00"
1186,"UPC20241186","NSITU","Paul","H","2002-04-08",133,"2024-10-20 09:15:00"
1187,"UPC20241187","MALU","Esther","F","2003-08-19",134,"2024-10-20 10:25:00"
1188,"UPC20241188","KAPENDA","Joseph","H","2001-12-03",135,"2024-10-20 11:40:00"
1189,"UPC20241189","MUKUNA","Patricia","F","2003-06-29",136,"2024-10-20 12:55:00"
1190,"UPC20241190","MBUYI","Jonas","H","2002-10-10",137,"2024-10-20 14:10:00"
1191,"ISIPA20241191","KABONGO","Esther","F","2004-03-13",101,"2024-10-20 15:20:00"
1192,"ISIPA20241192","MUTOMBO","David","H","2002-01-21",122,"2024-10-20 16:30:00"
1193,"ISIPA20241193","ILUNGA","Sarah","F","2003-07-17",119,"2024-10-21 09:05:00"
1194,"ISIPA20241194","MUKENDI","Paul","H","2001-11-04",124,"2024-10-21 10:20:00"
1195,"ISIPA20241195","MALU","Nadine","F","2003-04-22",121,"2024-10-21 11:35:00"
1196,"ISIPA20241196","KASAI","Joseph","H","2002-09-15",123,"2024-10-21 12:50:00"
1197,"ISC20241197","MUKOKO","Alice","F","2004-08-11",104,"2024-10-21 14:05:00"
1198,"ISC20241198","NSITU","Jean","H","2002-06-27",105,"2024-10-21 15:20:00"
1199,"ISC20241199","KABILA","Claudine","F","2003-12-09",111,"2024-10-22 09:10:00"
1200,"ISC20241200","ILUNGA","Patrick","H","2001-05-24",112,"2024-10-22 10:25:00"
1201,"ISC20241201","MALU","Alice","F","2004-09-30",106,"2024-10-22 11:40:00"
1202,"ISC20241202","MUKENDI","David","H","2002-03-20",115,"2024-10-22 12:55:00"
1203,"ISTM20241203","MUTOMBO","Sarah","F","2003-02-02",107,"2024-10-22 14:10:00"
1204,"ISTM20241204","KASONGO","Michel","H","2001-07-09",109,"2024-10-22 15:25:00"
1205,"ISTM20241205","ILUNGA","Nadine","F","2003-10-12",108,"2024-10-22 16:40:00"
1206,"ISTM20241206","KABUYA","Paul","H","2002-05-03",116,"2024-10-23 09:15:00"
1207,"ISTM20241207","NSITU","Chantal","F","2004-12-07",107,"2024-10-23 10:30:00"
1208,"UCC20241208","MULUMBA","Joseph","H","2001-03-06",125,"2024-10-23 11:45:00"
1209,"UCC20241209","KAPENDA","Alice","F","2003-11-28",126,"2024-10-23 13:00:00"
1210,"UCC20241210","MUKENDI","Michel","H","2002-08-23",127,"2024-10-23 14:15:00"
1211,"UCC20241211","ILUNGA","Sarah","F","2003-06-19",114,"2024-10-23 15:30:00"
1212,"UCC20241212","KASAI","Patrick","H","2001-09-14",130,"2024-10-23 16:45:00"
1213,"UCC20241213","MALU","Esther","F","2004-02-05",117,"2024-10-24 09:05:00"
1214,"UCC20241214","NSITU","David","H","2002-12-16",118,"2024-10-24 10:20:00"
1215,"UCC20241215","MUKUNA","Claudine","F","2003-08-01",129,"2024-10-24 11:35:00"
1216,"UCC20241216","MUTOMBO","Jean","H","2001-04-10",130,"2024-10-24 12:50:00"
1217,"UCC20241217","MUKENDI","Alice","F","2004-07-26",115,"2024-10-24 14:05:00"
1218,"UCC20241218","KASONGO","Michel","H","2002-05-29",128,"2024-10-24 15:20:00"
1219,"UCC20241219","MBUYI","Patricia","F","2003-01-18",129,"2024-10-24 16:35:00"
1220,"UCC20241220","ILUNGA","David","H","2001-10-22",132,"2024-10-24 17:50:00"
1221,"UPC20241221","MUTOMBO","Nadine","F","2003-03-22",128,"2024-10-25 09:05:00"
1222,"UPC20241222","KALONJI","Joseph","H","2002-07-08",129,"2024-10-25 10:20:00"
1223,"UPC20241223","MUKENDI","Claudine","F","2003-12-30",130,"2024-10-25 11:35:00"
1224,"UPC20241224","ILUNGA","Paul","H","2001-02-21",131,"2024-10-25 12:50:00"
1225,"UPC20241225","NSITU","Alice","F","2004-06-04",132,"2024-10-25 14:05:00"
1226,"UPC20241226","KASONGO","David","H","2002-09-17",133,"2024-10-26 09:15:00"
1227,"UPC20241227","MALU","Esther","F","2004-01-13",134,"2024-10-26 10:25:00"
1228,"UPC20241228","MUKUNA","Michel","H","2001-11-09",135,"2024-10-26 11:40:00"
1229,"UPC20241229","KABILA","Patricia","F","2003-04-18",136,"2024-10-26 12:55:00"
1230,"UPC20241230","KAPENDA","Jonas","H","2002-01-27",137,"2024-10-26 14:10:00"
1231,"ISIPA20241231","MULUMBA","Esther","F","2003-08-15",101,"2024-10-26 15:20:00"
1232,"ISIPA20241232","MUTOMBO","Jean","H","2002-05-06",122,"2024-10-26 16:30:00"
1233,"ISIPA20241233","KABUYA","Alice","F","2004-02-28",119,"2024-10-27 09:05:00"
1234,"ISIPA20241234","ILUNGA","David","H","2001-09-19",124,"2024-10-27 10:20:00"
1235,"ISIPA20241235","KASONGO","Sarah","F","2003-07-01",121,"2024-10-27 11:35:00"
1236,"ISIPA20241236","MUKENDI","Paul","H","2002-03-22",123,"2024-10-27 12:50:00"
1237,"ISC20241237","MALU","Patricia","F","2004-09-26",104,"2024-10-27 14:05:00"
1238,"ISC20241238","NSITU","Joseph","H","2002-12-11",105,"2024-10-27 15:20:00"
1239,"ISC20241239","MUKUNA","Nadine","F","2003-01-03",111,"2024-10-28 09:10:00"
1240,"ISC20241240","KALONJI","Patrick","H","2001-08-25",112,"2024-10-28 10:25:00"
1241,"ISC20241241","KABILA","Alice","F","2003-10-20",106,"2024-10-28 11:40:00"
1242,"ISC20241242","MUTOMBO","Michel","H","2002-06-17",115,"2024-10-28 12:55:00"
1243,"ISTM20241243","MULUBALUBA","Sarah","F","2003-02-07",107,"2024-10-28 14:10:00"
1244,"ISTM20241244","KASONGO","Paul","H","2001-04-14",109,"2024-10-28 15:25:00"
1245,"ISTM20241245","NSITU","Esther","F","2004-11-05",108,"2024-10-28 16:40:00"
1246,"ISTM20241246","MUKENDI","David","H","2002-07-21",116,"2024-10-29 09:15:00"
1247,"ISTM20241247","MALU","Claudine","F","2003-05-09",107,"2024-10-29 10:30:00"
1248,"UCC20241248","KABUYA","Joseph","H","2002-09-01",125,"2024-10-29 11:45:00"
1249,"UCC20241249","ILUNGA","Patricia","F","2004-03-12",126,"2024-10-29 13:00:00"
1250,"UCC20241250","NSITU","Paul","H","2001-06-05",127,"2024-10-29 14:15:00"
1251,"UCC20241251","MULUMBA","Alice","F","2003-12-18",114,"2024-10-29 15:30:00"
1252,"UCC20241252","KASONGO","Jonas","H","2002-01-24",130,"2024-10-29 16:45:00"
1253,"UCC20241253","MALU","Esther","F","2004-08-09",117,"2024-10-30 09:05:00"
1254,"UCC20241254","MUKENDI","Jean","H","2002-03-28",118,"2024-10-30 10:20:00"
1255,"UCC20241255","ILUNGA","Chantal","F","2003-10-02",129,"2024-10-30 11:35:00"
1256,"UCC20241256","MUTOMBO","David","H","2001-01-11",130,"2024-10-30 12:50:00"
1257,"UCC20241257","MALU","Sarah","F","2003-07-07",115,"2024-10-30 14:05:00"
1258,"UCC20241258","KABILA","Patrick","H","2002-02-19",128,"2024-10-30 15:20:00"
1259,"UCC20241259","NSITU","Nadine","F","2004-06-27",129,"2024-10-30 16:35:00"
1260,"UCC20241260","KASAI","Michel","H","2001-09-22",132,"2024-10-30 17:50:00"
1261,"UPC20241261","MUKENDI","Esther","F","2003-04-11",128,"2024-10-31 09:05:00"
1262,"UPC20241262","KABILA","David","H","2002-02-17",129,"2024-10-31 10:20:00"
1263,"UPC20241263","ILUNGA","Alice","F","2004-09-28",130,"2024-10-31 11:35:00"
1264,"UPC20241264","MALU","Jean","H","2001-07-15",131,"2024-10-31 12:50:00"
1265,"UPC20241265","KASONGO","Nadine","F","2003-01-06",132,"2024-10-31 14:05:00"
1266,"UPC20241266","NSITU","Patrick","H","2002-10-19",133,"2024-10-31 15:20:00"
1267,"UPC20241267","MULUMBA","Sarah","F","2003-06-25",134,"2024-10-31 16:35:00"
1268,"UPC20241268","KALONJI","Paul","H","2001-09-09",135,"2024-10-31 17:50:00"
1269,"UPC20241269","MUTOMBO","Alice","F","2003-03-21",136,"2024-10-31 18:55:00"
1270,"UPC20241270","KAPENDA","Joseph","H","2002-08-13",137,"2024-10-31 20:05:00"
1271,"ISIPA20241271","MALU","Patricia","F","2004-02-02",101,"2024-10-31 09:15:00"
1272,"ISIPA20241272","NSITU","David","H","2002-12-24",122,"2024-10-31 10:25:00"
1273,"ISIPA20241273","ILUNGA","Sarah","F","2003-07-30",119,"2024-10-31 11:35:00"
1274,"ISIPA20241274","KABILA","Paul","H","2001-03-18",124,"2024-10-31 12:45:00"
1275,"ISIPA20241275","MUKENDI","Alice","F","2003-05-07",121,"2024-10-31 13:55:00"
1276,"ISIPA20241276","MULUMBA","Joseph","H","2002-06-22",123,"2024-10-31 15:05:00"
1277,"ISC20241277","KASONGO","Chantal","F","2003-11-12",104,"2024-10-31 09:25:00"
1278,"ISC20241278","MUKUNA","Jonas","H","2001-05-29",105,"2024-10-31 10:35:00"
1279,"ISC20241279","ILUNGA","Nadine","F","2004-01-23",111,"2024-10-31 11:45:00"
1280,"ISC20241280","MUTOMBO","Patrick","H","2002-04-02",112,"2024-10-31 12:55:00"
1281,"ISC20241281","MALU","Esther","F","2003-09-16",106,"2024-10-31 14:05:00"
1282,"ISC20241282","NSITU","Michel","H","2001-02-20",115,"2024-10-31 15:15:00"
1283,"ISTM20241283","MULUBALUBA","Alice","F","2004-07-05",107,"2024-10-31 09:35:00"
1284,"ISTM20241284","KABUYA","David","H","2002-01-27",109,"2024-10-31 10:45:00"
1285,"ISTM20241285","MUKENDI","Sarah","F","2003-03-09",108,"2024-10-31 11:55:00"
1286,"ISTM20241286","KASAI","Paul","H","2001-06-14",116,"2024-10-31 13:05:00"
1287,"ISTM20241287","MUTOMBO","Nadine","F","2003-08-21",107,"2024-10-31 14:15:00"
1288,"UCC20241288","MALU","Patrick","H","2002-11-11",125,"2024-10-31 09:45:00"
1289,"UCC20241289","KAPENDA","Alice","F","2004-04-04",126,"2024-10-31 10:55:00"
1290,"UCC20241290","NSITU","Jean","H","2001-09-30",127,"2024-10-31 12:05:00"
1291,"UCC20241291","ILUNGA","Esther","F","2003-12-28",114,"2024-10-31 13:15:00"
1292,"UCC20241292","KABILA","Joseph","H","2002-06-08",130,"2024-10-31 14:25:00"
1293,"UCC20241293","MUKUNA","Claudine","F","2003-02-15",117,"2024-10-31 15:35:00"
1294,"UCC20241294","MUTOMBO","David","H","2001-04-07",118,"2024-10-31 16:45:00"
1295,"UCC20241295","KASONGO","Sarah","F","2003-10-19",129,"2024-10-31 17:55:00"
1296,"UCC20241296","MULUMBA","Jean","H","2002-03-02",130,"2024-10-31 19:05:00"
1297,"UCC20241297","NSITU","Alice","F","2004-08-27",115,"2024-10-31 20:15:00"
1298,"UCC20241298","MALU","Paul","H","2001-05-21",128,"2024-10-31 21:25:00"
1299,"UCC20241299","KABUYA","Esther","F","2003-07-13",129,"2024-10-31 22:35:00"
1300,"UCC20241300","ILUNGA","Michel","H","2002-02-01",132,"2024-10-31 23:45:00"
1301,"UPC20241301","MALU","Esther","F","2003-09-05",128,"2024-10-01 09:05:00"
1302,"UPC20241302","NSITU","Jean","H","2002-03-14",129,"2024-10-01 10:20:00"
1303,"UPC20241303","KAPENDA","Alice","F","2004-06-09",130,"2024-10-01 11:35:00"
1304,"UPC20241304","ILUNGA","David","H","2001-11-20",131,"2024-10-01 12:50:00"
1305,"UPC20241305","MUKENDI","Sarah","F","2003-02-27",132,"2024-10-01 14:05:00"
1306,"UPC20241306","KASONGO","Paul","H","2002-05-16",133,"2024-10-02 09:15:00"
1307,"UPC20241307","MUTOMBO","Alice","F","2003-10-13",134,"2024-10-02 10:25:00"
1308,"UPC20241308","MULUMBA","Michel","H","2001-04-06",135,"2024-10-02 11:40:00"
1309,"UPC20241309","KABILA","Patricia","F","2003-07-22",136,"2024-10-02 12:55:00"
1310,"UPC20241310","MUKUNA","Jonas","H","2002-09-04",137,"2024-10-02 14:10:00"
1311,"ISIPA20241311","KASAI","Nadine","F","2004-04-19",101,"2024-10-02 15:20:00"
1312,"ISIPA20241312","ILUNGA","Joseph","H","2002-07-27",122,"2024-10-02 16:30:00"
1313,"ISIPA20241313","MUKENDI","Alice","F","2003-12-30",119,"2024-10-03 09:05:00"
1314,"ISIPA20241314","NSITU","David","H","2001-02-18",124,"2024-10-03 10:20:00"
1315,"ISIPA20241315","MALU","Claudine","F","2003-09-08",121,"2024-10-03 11:35:00"
1316,"ISIPA20241316","KABILA","Patrick","H","2002-01-22",123,"2024-10-03 12:50:00"
1317,"ISC20241317","ILUNGA","Patricia","F","2003-06-17",104,"2024-10-03 14:05:00"
1318,"ISC20241318","MALU","Jonas","H","2001-09-11",105,"2024-10-03 15:20:00"
1319,"ISC20241319","MULUMBA","Nadine","F","2004-12-21",111,"2024-10-04 09:10:00"
1320,"ISC20241320","KASONGO","Paul","H","2002-08-26",112,"2024-10-04 10:25:00"
1321,"ISC20241321","NSITU","Sarah","F","2003-03-02",106,"2024-10-04 11:40:00"
1322,"ISC20241322","KABUYA","Michel","H","2001-05-13",115,"2024-10-04 12:55:00"
1323,"ISTM20241323","MUTOMBO","Alice","F","2004-01-28",107,"2024-10-04 14:10:00"
1324,"ISTM20241324","ILUNGA","David","H","2002-03-30",109,"2024-10-04 15:25:00"
1325,"ISTM20241325","MUKUNA","Esther","F","2003-11-04",108,"2024-10-04 16:40:00"
1326,"ISTM20241326","KASAI","Jean","H","2001-07-19",116,"2024-10-05 09:15:00"
1327,"ISTM20241327","MBUYI","Sarah","F","2004-05-23",107,"2024-10-05 10:30:00"
1328,"UCC20241328","KALONJI","Paul","H","2002-10-14",125,"2024-10-05 11:45:00"
1329,"UCC20241329","MULUMBA","Esther","F","2003-01-26",126,"2024-10-05 13:00:00"
1330,"UCC20241330","KASONGO","David","H","2001-06-09",127,"2024-10-05 14:15:00"
1331,"UCC20241331","NSITU","Alice","F","2003-08-03",114,"2024-10-05 15:30:00"
1332,"UCC20241332","MALU","Michel","H","2002-04-17",130,"2024-10-05 16:45:00"
1333,"UCC20241333","MUKENDI","Patricia","F","2003-12-11",117,"2024-10-06 09:05:00"
1334,"UCC20241334","KABILA","Jean","H","2001-02-05",118,"2024-10-06 10:20:00"
1335,"UCC20241335","MALU","Alice","F","2003-07-29",129,"2024-10-06 11:35:00"
1336,"UCC20241336","ILUNGA","Paul","H","2002-11-16",130,"2024-10-06 12:50:00"
1337,"UCC20241337","NSITU","Sarah","F","2004-09-20",115,"2024-10-06 14:05:00"
1338,"UCC20241338","KASONGO","Joseph","H","2001-05-28",128,"2024-10-06 15:20:00"
1339,"UCC20241339","MULUMBA","Chantal","F","2003-02-09",129,"2024-10-06 16:35:00"
1340,"UCC20241340","KAPENDA","David","H","2002-08-07",132,"2024-10-06 17:50:00"
1341,"UPC20241341","KABILA","Jonas","H","2001-10-12",128,"2024-10-07 08:15:00"
1342,"UPC20241342","MUKENDI","Alice","F","2003-03-04",129,"2024-10-07 09:30:00"
1343,"UPC20241343","ILUNGA","David","H","2002-07-25",130,"2024-10-07 10:45:00"
1344,"UPC20241344","MALU","Sarah","F","2004-11-01",131,"2024-10-07 12:00:00"
1345,"UPC20241345","NSITU","Jean","H","2001-01-19",132,"2024-10-07 13:15:00"
1346,"UPC20241346","KASONGO","Esther","F","2003-06-23",133,"2024-10-07 14:30:00"
1347,"UPC20241347","MUTOMBO","Paul","H","2002-08-28",134,"2024-10-07 15:45:00"
1348,"UPC20241348","MULUMBA","Chantal","F","2003-02-10",135,"2024-10-07 17:00:00"
1349,"UPC20241349","KAPENDA","Joseph","H","2001-04-14",136,"2024-10-08 08:10:00"
1350,"UPC20241350","MUKUNA","Nadine","F","2003-09-06",137,"2024-10-08 09:25:00"
1351,"ISIPA20241351","NSITU","Alice","F","2003-05-02",101,"2024-10-08 10:40:00"
1352,"ISIPA20241352","MALU","Patrick","H","2002-02-28",102,"2024-10-08 11:55:00"
1353,"ISIPA20241353","ILUNGA","Sarah","F","2004-03-21",103,"2024-10-08 13:10:00"
1354,"ISIPA20241354","KABILA","Michel","H","2001-12-16",119,"2024-10-08 14:25:00"
1355,"ISIPA20241355","KASONGO","Patricia","F","2003-07-27",121,"2024-10-08 15:40:00"
1356,"ISIPA20241356","MULUMBA","David","H","2002-11-03",123,"2024-10-08 16:55:00"
1357,"ISC20241357","NSITU","Chantal","F","2003-10-12",104,"2024-10-09 08:20:00"
1358,"ISC20241358","MUTOMBO","Joseph","H","2002-01-08",105,"2024-10-09 09:35:00"
1359,"ISC20241359","MUKENDI","Alice","F","2004-06-18",106,"2024-10-09 10:50:00"
1360,"ISC20241360","KAPENDA","Jean","H","2001-08-22",111,"2024-10-09 12:05:00"
1361,"ISC20241361","MALU","Sarah","F","2003-04-05",112,"2024-10-09 13:20:00"
1362,"ISC20241362","ILUNGA","Jonas","H","2002-09-15",115,"2024-10-09 14:35:00"
1363,"ISC20241363","KASONGO","Esther","F","2003-01-11",106,"2024-10-09 15:50:00"
1364,"ISTM20241364","MUTOMBO","David","H","2002-05-30",107,"2024-10-10 08:15:00"
1365,"ISTM20241365","NSITU","Patricia","F","2004-09-27",108,"2024-10-10 09:30:00"
1366,"ISTM20241366","MULUMBA","Paul","H","2001-07-02",109,"2024-10-10 10:45:00"
1367,"ISTM20241367","MUKUNA","Chantal","F","2003-02-16",116,"2024-10-10 12:00:00"
1368,"ISTM20241368","ILUNGA","Michel","H","2002-06-25",107,"2024-10-10 13:15:00"
1369,"ISTM20241369","KASONGO","Nadine","F","2003-11-29",108,"2024-10-10 14:30:00"
1370,"ISTM20241370","MUKENDI","Jean","H","2001-03-24",109,"2024-10-10 15:45:00"
1371,"UCC20241371","MALU","Alice","F","2003-08-15",125,"2024-10-11 08:05:00"
1372,"UCC20241372","NSITU","Michel","H","2002-04-10",126,"2024-10-11 09:20:00"
1373,"UCC20241373","MUKENDI","Chantal","F","2003-12-19",127,"2024-10-11 10:35:00"
1374,"UCC20241374","ILUNGA","Patrick","H","2001-05-07",114,"2024-10-11 11:50:00"
1375,"UCC20241375","KASONGO","Alice","F","2003-03-11",115,"2024-10-11 13:05:00"
1376,"UCC20241376","MUTOMBO","Jonas","H","2002-10-28",116,"2024-10-11 14:20:00"
1377,"UCC20241377","MULUMBA","Esther","F","2004-01-03",117,"2024-10-11 15:35:00"
1378,"UCC20241378","KAPENDA","Joseph","H","2001-09-09",118,"2024-10-11 16:50:00"
1379,"UCC20241379","MALU","Patricia","F","2003-06-26",129,"2024-10-12 08:15:00"
1380,"UCC20241380","ILUNGA","David","H","2002-11-30",130,"2024-10-12 09:30:00"
1381,"UCC20241381","KASONGO","Sarah","F","2003-02-12",131,"2024-10-12 10:45:00"
1382,"UCC20241382","MUTOMBO","Joseph","H","2002-09-03",132,"2024-10-12 12:00:00"
1383,"UCC20241383","MUKENDI","Alice","F","2004-04-15",133,"2024-10-12 13:15:00"
1384,"UCC20241384","KABILA","Patrick","H","2001-07-27",134,"2024-10-12 14:30:00"
1385,"UCC20241385","MULUMBA","Esther","F","2003-11-19",135,"2024-10-12 15:45:00"
1386,"UCC20241386","KAPENDA","Michel","H","2002-05-06",136,"2024-10-13 08:10:00"
1387,"UCC20241387","NSITU","Chantal","F","2003-08-09",137,"2024-10-13 09:25:00"
1388,"UCC20241388","MALU","Jonas","H","2001-01-14",138,"2024-10-13 10:40:00"
1389,"UPC20241389","MUKUNA","Alice","F","2003-06-28",139,"2024-10-13 11:55:00"
1390,"UPC20241390","ILUNGA","Jean","H","2002-02-16",140,"2024-10-13 13:10:00"
1391,"UPC20241391","KASONGO","Patricia","F","2004-09-01",141,"2024-10-13 14:25:00"
1392,"UPC20241392","MUTOMBO","David","H","2002-03-22",128,"2024-10-14 08:20:00"
1393,"UPC20241393","MULUMBA","Sarah","F","2003-10-05",129,"2024-10-14 09:35:00"
1394,"UPC20241394","KABILA","Joseph","H","2001-12-09",130,"2024-10-14 10:50:00"
1395,"UPC20241395","MALU","Esther","F","2003-01-29",131,"2024-10-14 12:05:00"
1396,"UPC20241396","NSITU","Michel","H","2002-07-21",132,"2024-10-14 13:20:00"
1397,"UPC20241397","MUKENDI","Alice","F","2004-05-17",133,"2024-10-14 14:35:00"
1398,"UPC20241398","ILUNGA","Patrick","H","2001-03-12",134,"2024-10-14 15:50:00"
1399,"UPC20241399","KASONGO","Nadine","F","2003-07-08",135,"2024-10-14 17:05:00"
1400,"UPC20241400","MUTOMBO","Michel","H","2002-11-26",136,"2024-10-15 08:15:00"
1401,"ISIPA20241401","MULUMBA","Paul","H","2001-09-07",137,"2024-10-15 09:30:00"
1402,"ISIPA20241402","MUKUNA","Sarah","F","2003-02-19",138,"2024-10-15 10:45:00"
1403,"ISIPA20241403","ILUNGA","David","H","2002-06-25",139,"2024-10-15 12:00:00"
1404,"ISIPA20241404","NSITU","Chantal","F","2004-01-30",140,"2024-10-15 13:15:00"
1405,"ISIPA20241405","MALU","Jonas","H","2001-04-11",141,"2024-10-15 14:30:00"
1406,"ISIPA20241406","KABILA","Esther","F","2003-09-03",128,"2024-10-15 15:45:00"
1407,"ISIPA20241407","KASONGO","Joseph","H","2002-08-27",129,"2024-10-15 17:00:00"
1408,"ISC20241408","MUTOMBO","Alice","F","2003-05-22",130,"2024-10-16 08:20:00"
1409,"ISC20241409","MUKENDI","Patrick","H","2001-10-08",131,"2024-10-16 09:35:00"
1410,"ISC20241410","MULUMBA","Chantal","F","2003-03-15",132,"2024-10-16 10:50:00"
1411,"ISC20241411","KAPENDA","Jean","H","2002-07-19",133,"2024-10-16 12:05:00"
1412,"ISC20241412","ILUNGA","Sarah","F","2004-12-13",134,"2024-10-16 13:20:00"
1413,"ISC20241413","KASONGO","Jonas","H","2001-02-06",135,"2024-10-16 14:35:00"
1414,"ISC20241414","MALU","Patricia","F","2003-06-09",136,"2024-10-16 15:50:00"
1415,"ISC20241415","NSITU","Michel","H","2002-01-17",137,"2024-10-17 08:15:00"
1416,"ISC20241416","MUKUNA","Alice","F","2003-07-24",138,"2024-10-17 09:30:00"
1417,"ISC20241417","ILUNGA","Jean","H","2002-09-11",139,"2024-10-17 10:45:00"
1418,"ISC20241418","KASONGO","Esther","F","2004-02-28",140,"2024-10-17 12:00:00"
1419,"ISC20241419","MUTOMBO","David","H","2002-05-01",141,"2024-10-17 13:15:00"
1420,"ISC20241420","MULUMBA","Nadine","F","2003-09-16",128,"2024-10-17 14:30:00"
1421,"ISC20241421","KABILA","Paul","H","2001-11-05",129,"2024-10-17 15:45:00"
1422,"ISC20241422","MALU","Alice","F","2003-08-22",130,"2024-10-17 17:00:00"
1423,"ISC20241423","NSITU","Michel","H","2002-04-13",131,"2024-10-18 08:15:00"
1424,"ISC20241424","MUKENDI","Sarah","F","2004-09-29",132,"2024-10-18 09:30:00"
1425,"ISC20241425","ILUNGA","Jonas","H","2002-02-11",133,"2024-10-18 10:45:00"
1426,"ISC20241426","KASONGO","Patricia","F","2003-05-06",134,"2024-10-18 12:00:00"
1427,"ISC20241427","MULUMBA","Jean","H","2001-03-15",135,"2024-10-18 13:15:00"
1428,"ISC20241428","MUKUNA","Esther","F","2003-10-20",136,"2024-10-18 14:30:00"
1429,"ISC20241429","KAPENDA","David","H","2002-07-24",137,"2024-10-18 15:45:00"
1430,"ISC20241430","NSITU","Nadine","F","2004-01-08",138,"2024-10-18 17:00:00"
1431,"ISTM20241431","MUTOMBO","Michel","H","2002-06-16",139,"2024-10-19 08:10:00"
1432,"ISTM20241432","MALU","Sarah","F","2003-02-27",140,"2024-10-19 09:25:00"
1433,"ISTM20241433","ILUNGA","Patrick","H","2001-12-19",141,"2024-10-19 10:40:00"
1434,"ISTM20241434","KASONGO","Alice","F","2003-07-11",128,"2024-10-19 11:55:00"
1435,"ISTM20241435","MUKENDI","Joseph","H","2002-03-09",129,"2024-10-19 13:10:00"
1436,"ISTM20241436","MULUMBA","Chantal","F","2003-11-28",130,"2024-10-19 14:25:00"
1437,"ISTM20241437","NSITU","Paul","H","2001-05-23",131,"2024-10-19 15:40:00"
1438,"ISTM20241438","KAPENDA","Alice","F","2004-09-07",132,"2024-10-19 16:55:00"
1439,"ISTM20241439","MALU","Jean","H","2002-08-03",133,"2024-10-20 08:15:00"
1440,"ISTM20241440","KABILA","Sarah","F","2003-01-21",134,"2024-10-20 09:30:00"
1441,"UCC20241441","MUTOMBO","David","H","2001-09-14",135,"2024-10-20 10:45:00"
1442,"UCC20241442","NSITU","Chantal","F","2003-05-19",136,"2024-10-20 12:00:00"
1443,"UCC20241443","ILUNGA","Jean","H","2002-10-01",137,"2024-10-20 13:15:00"
1444,"UCC20241444","MUKUNA","Alice","F","2004-06-26",138,"2024-10-20 14:30:00"
1445,"UCC20241445","KASONGO","Jonas","H","2001-11-09",139,"2024-10-20 15:45:00"
1446,"UCC20241446","MALU","Esther","F","2003-03-04",140,"2024-10-20 17:00:00"
1447,"UCC20241447","MULUMBA","Joseph","H","2002-07-18",141,"2024-10-21 08:15:00"
1448,"UCC20241448","KAPENDA","Patricia","F","2003-12-30",128,"2024-10-21 09:30:00"
1449,"UCC20241449","MUKENDI","David","H","2001-02-14",129,"2024-10-21 10:45:00"
1450,"UCC20241450","KASONGO","Nadine","F","2003-07-07",130,"2024-10-21 12:00:00"
1451,"UPC20241451","NSITU","Michel","H","2002-01-27",131,"2024-10-21 13:15:00"
1452,"UPC20241452","MALU","Alice","F","2003-09-22",132,"2024-10-21 14:30:00"
1453,"UPC20241453","KABILA","Jonas","H","2001-06-05",133,"2024-10-21 15:45:00"
1454,"UPC20241454","MULUMBA","Sarah","F","2004-03-19",134,"2024-10-21 17:00:00"
1455,"UPC20241455","ILUNGA","David","H","2002-11-02",135,"2024-10-22 08:15:00"
1456,"UPC20241456","KASONGO","Esther","F","2003-04-27",136,"2024-10-22 09:30:00"
1457,"UPC20241457","MUKUNA","Jean","H","2001-08-16",137,"2024-10-22 10:45:00"
1458,"UPC20241458","MUTOMBO","Alice","F","2003-12-11",138,"2024-10-22 12:00:00"
1459,"UPC20241459","NSITU","Patrick","H","2002-05-28",139,"2024-10-22 13:15:00"
1460,"UPC20241460","MALU","Chantal","F","2004-02-09",140,"2024-10-22 14:30:00"
